filename,scenario,town,route,weather,sha256,size,priority_rank,priority_score,weakness_reasons,target_abilities,table2_abilities
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16632_Weather21.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16632,21,a4e40c4cfbe4d0c237ffa689278980437d0253eca824f5f8154e7bc7052376e1,164408587,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16644_Weather7.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16644,7,907b9c372ca011cedc98f72f5b84ef78416bd2dd8380f746fe38f71d66ec6731,368296651,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16649_Weather12.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16649,12,d6ba10d5acdb71fe7748238271e06662b922be0e13eea91d4806d607d19776ee,197108111,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16655_Weather18.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16655,18,f38d8b87d5d22b2fd72ea06ae937f4af37c3010b3ecc91ab3d3071f0f7e83d93,190643031,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16659_Weather22.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16659,22,f43a06b8964ac15ee4c527b3f4d20aea3739086bfa3a54065762f3cca80625c3,188214875,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16625_Weather14.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16625,14,fb591f6164030bcca5d13ba66a025b92246070735e77341c8c68cd578e37f7b2,128509610,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16637_Weather0.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16637,0,37c5aea34e0c9ccdde78aaf3c9c12da5d50953c63d2236d6210d76cb6d95378d,282399683,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16648_Weather11.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16648,11,b851cda45389eca05261d91474cb0924663fc6042ca82902fba3cbf5649ec863,272484934,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16657_Weather20.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16657,20,0037a4c63bf0d20b3b949382009dacef20f83b593e6a083308212785dcb941f5,195043411,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16658_Weather21.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16658,21,97281cd04cc2e30c802a2c80f9276da16627987d1396335c5e7cb137561a0fd1,193362201,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16662_Weather25.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16662,25,1bfe77a3dbf7679d85be4035d2af8ba2dbc765d313c08dbc03a7ad610c6affb4,138555468,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16664_Weather1.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16664,1,f7bbb50f29bd44f1ab73a600812b55ddecc98f356f1415744999a58e69460229,149948326,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16670_Weather7.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16670,7,da8eb094ee73357d52afa860900c722064bd33d06736cabf784e511da486fbd6,303062182,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16673_Weather10.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16673,10,2cca933f2fe73388a15444b426469a0d39ad79724df683e62c0fbfdee1f781b1,158972570,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16676_Weather13.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16676,13,a3e4f81045591d8b408d635432a7b72295e13b0b1cb585193014dc85b9ab6697,172550339,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16681_Weather18.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16681,18,a297167c6f4e98fb6bcbc35d7f2494a7dc331fb483a7718b89cea60cdf94ebd9,188615508,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16682_Weather19.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16682,19,6a2b91d4c9c0225d6a91170ae020c2b0f8c7997f0bc9816f22868d5a763b1a9f,165978515,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16685_Weather22.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16685,22,97612581e7ea20d9415df8e02aecec1f7ff41d1b1d74e118c9ab365ae25bd7e2,222790881,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16691_Weather2.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16691,2,256c633e27cf75661c58889baafeca58d8b6b491af9fc2de2b63ada306fcf12f,172539956,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16701_Weather12.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16701,12,e06dc1253dc3d715fdbcd2d72d7b03c7a4fbd5b8069c0247316a45461d964e26,164600365,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16704_Weather15.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16704,15,ca9783f2b07200229507809242db55601aaccacffc2819b69a00307053b4f227,198769879,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16608_Weather23.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16608,23,6476cec6edbf23482279df0c6c0e40beafae206b37dfc432c56b10299f8a05cc,138437039,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16642_Weather5.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16642,5,435cc45d570384f785a3408d4fbe871513beb24ccb739ca4d45400f529c048f5,154231060,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16643_Weather6.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16643,6,63d57cef88d02dc263aa577df965ea47a5878fa4624d7cb5bc7ef95986f78158,79886176,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16651_Weather14.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16651,14,bc60d4ed195a934810ad7af8a9d8a21afd1b8ba6381d350c804904ec973c4bd3,169502710,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16663_Weather0.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16663,0,f0f08242c74ef3a58964f01e347c2398bd51154be0c8aca8af06ba5c3143de43,329077751,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16683_Weather20.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16683,20,5c6ad8892cd190dc6e65f0c46210e381fc07efac01cb4684eb45665467f68536,123876778,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16684_Weather21.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16684,21,2da3200576bf85ee9899ffc689813c8a0eba751dc2e50623d6a646826ba74677,137045641,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16688_Weather25.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16688,25,654fefaf0af7087d2dfa847abafd0482a1dee41101867421c3e98b11d8d20339,128179803,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16690_Weather1.tar.gz,VanillaNonSignalizedTurnEncounterStopsign,Town12,16690,1,e3516487de781763bace9e627da74ab3fed43a70950fff4ab6d92a60a7d052d0,149433039,1,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15458_Weather9.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15458,9,2dd3720a6ac3959a19173f338972768b8e25ceb87397bea6f70f28e643dbb5fe,472298262,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town13_Route3871_Weather18.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town13,3871,18,c6dc52e4951faad4c650a78f8f8764ba37ff86c96916fd1e93a4ccea049c03f8,756756110,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15460_Weather19.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15460,19,42d1ebd7817e4102d3bd82ed37dd74247135ddb9ac615abfa41615be0189a392,517626497,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15461_Weather20.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15461,20,b349c5b04be9b1d01c2ea9784c30819972faf33a8266284999186bfbd91af7bf,566846894,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15462_Weather21.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15462,21,3260d3b9eee5f90d36ea66124ca7cf20593d08011ede94738dd485f6e64d9e0f,458566826,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15463_Weather22.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15463,22,f85b2ff642960f82ab362855a8b245770f8154900ea0ed7baafc64137aa04ecd,141320106,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15464_Weather23.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15464,23,a54d4c5bf073c5415f6498a2b5ff7bfe80473c8aaa38d00113cd3afd551527f3,246158059,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15466_Weather25.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15466,25,63a82c27339bda968e7471b838691b13f240cc1e847ee12d480074791f8dc008,376791037,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15467_Weather0.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15467,0,e497d5d317d295e1733a533bc76c5cefcd4905758d88b172cf10e4d2a7477f6f,470095022,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15468_Weather1.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15468,1,8c62f944abac3e3d451097885784d06e9ea4deca2855dc07aade73d0f3ec8d64,577195238,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15469_Weather2.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15469,2,e26abd102c5fccbaf1bf3a14a59ac37ce4961ead12f7e5a6e573605686498cea,695379687,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15470_Weather3.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15470,3,fe4cc5283a3620ed716c7729d61076bc663e98596609580c11ee519b80dbe459,167870657,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15472_Weather5.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15472,5,31a3ae1096d712a5e21f70490377376ced02479d8efa9e87cce4ddb0b2974fdd,404251896,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15473_Weather6.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15473,6,f59c481838f80bd8f17d3e451285ddecfba4d6a976f27c007dbc981c1de7cbbf,859827977,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15474_Weather7.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15474,7,9f19fc05ef3fcd9e6e49a32d5054b7a5113af068b3d1553ae2550a2f5857cf72,316440313,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15475_Weather8.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15475,8,dd71823e2775aed4decdfde6c7dcec342322aa0f3f3ab4b9ad2ec048e7d187b0,436343971,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15477_Weather10.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15477,10,ca4837fedee327738fa8937a922b66e1f1f4636687ee8b2705babc015b71e88a,517481631,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15478_Weather11.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15478,11,7aac7597c16c735d9d345dfe486f4a91ac0881fbf71b542c6b675b879c07b027,244882578,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15479_Weather12.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15479,12,fdb693bbeb662c804d2c0cc1b8acc7f2935c19c8b417dbb568c07a190d2ce3fc,110787808,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15481_Weather14.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15481,14,13cc53508387c82149cc6d85b571df1fd22304476fc43f490330b612300d8ec0,260672999,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15482_Weather15.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15482,15,38792ae8446f26d0db0e4fbbc44d35d31ef3e8fa81282b15cfbfeaa1c8608541,201069726,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15506_Weather13.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15506,13,8b0d3056cf1d6e13151de4c26889c126448b5ec609f914131fbe19520fde20b5,112806772,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15459_Weather18.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15459,18,ba0b5a034695b95e6769e0f940e8e8846efb4e0aac6ab2c328e9dc14c83cfcb2,343073430,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15465_Weather23.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15465,23,7431a705eebe93418ea570919f828b2677415a6d74ff2c1e42d5f046dcb7df64,221548691,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15483_Weather8.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15483,8,66a6b0f9c33d933d209d19c1d9e96d7746c6b357b4e030ff38397b46589831d4,376279262,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15484_Weather9.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15484,9,7b8fa016676ed23080e3fb5fff6a4a397c4db3559d6df81809a9e11d41d07273,268587619,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15486_Weather19.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15486,19,45fcb6642a65aa2c8247c67ba419e708d836b5aa274f98ccf1bc7c0473d2ada2,266050303,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15487_Weather20.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15487,20,f6e455d5ca5f2373f4c2b3a6608ae266cbbb2ef97f38a94cfaf436c14430b4d0,378769498,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15488_Weather21.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15488,21,065b1171e132aaa9459a85fe5e0ddb027e3e01b4fa56fe3bc8355d99bf351d40,175873314,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15489_Weather22.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15489,22,035f8532f303a42ecc0a11cdf626686d68489b9cfa8f2fa2639787c5cb209ad2,265634481,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15493_Weather0.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15493,0,14f95ba1ade1e30500804619428c31064116e00f239454c4ed8e9267e8647669,610580450,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15494_Weather1.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15494,1,c04b62ae70cfdc55398fef187adf8995d290c754e2a972e084e4ca93239a3d67,433712761,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15495_Weather2.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15495,2,e1658842eea78a6cd2eaf82cf9c73219cf4c857f43882656c9d68734d7defb3c,913610278,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15496_Weather3.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15496,3,afea16671afe102f2a7c4faaaf7314643ebaa95a40322ac98d86f63ab737eae8,309217098,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15498_Weather5.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15498,5,1a1d33cdcb4236eeeb266da9fd420f974347441a8a11b00d54394db4a81bd33c,774874414,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15500_Weather7.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15500,7,12fb75244a52235e735dab246074b2bf3cdb2ade230ba458a96bb052b2459b09,149830710,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15503_Weather10.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15503,10,f44088a5061bbfa6c7cbcfc9ba12de284a91e15261c15b1cdc4d8ce0cace8f3a,266102306,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15504_Weather11.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15504,11,189b88c776dd82b361ce053b096bb00b7e90392dd9dc11cb8d24f2b8f89a3609,366223177,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15505_Weather12.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15505,12,3cf96b8d5b2b2ac95b887a310b4098573431c295d47287a882113ba486e8f01f,549658222,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15507_Weather14.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15507,14,28d475652ec2869b9234fb13f1cd2c206df8209df080193b20e2bf84080fc666,227758601,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
VanillaSignalizedTurnEncounterRedLight_Town12_Route15508_Weather15.tar.gz,VanillaSignalizedTurnEncounterRedLight,Town12,15508,15,1334a3fb4f6dd35a8c727a7869db5ae90961c8973f1cdbfc441c5dca0f2d5961,136765472,2,8.05,"[""blocked=1"", ""mean_DS=0.000<50"", ""mean_RC=0.000<80"", ""success_rate=0.000<1""]",[],"[""Traffic Sign""]"
