filename,source,sampling_weight
PedestrianCrossing_Town12_Route14379_Weather3.tar.gz,base_replay,0.0008
PedestrianCrossing_Town12_Route14446_Weather19.tar.gz,base_replay,0.0008
PedestrianCrossing_Town12_Route2336_Weather8.tar.gz,base_replay,0.0008
PedestrianCrossing_Town13_Route3841_Weather14.tar.gz,base_replay,0.0008
SignalizedJunctionLeftTurnEnterFlow_Town13_Route34447_Weather2.tar.gz,base_replay,0.0008
SignalizedJunctionLeftTurnEnterFlow_Town13_Route34515_Weather1.tar.gz,base_replay,0.0008
SignalizedJunctionLeftTurnEnterFlow_Town13_Route34579_Weather22.tar.gz,base_replay,0.0008
SignalizedJunctionLeftTurnEnterFlow_Town13_Route34601_Weather21.tar.gz,base_replay,0.0008
SignalizedJunctionLeftTurnEnterFlow_Town13_Route34667_Weather18.tar.gz,base_replay,0.0008
SignalizedJunctionLeftTurn_Town12_Route3936_Weather13.tar.gz,base_replay,0.0008
SignalizedJunctionLeftTurn_Town12_Route4422_Weather5.tar.gz,base_replay,0.0008
SignalizedJunctionLeftTurn_Town12_Route4646_Weather21.tar.gz,base_replay,0.0008
SignalizedJunctionLeftTurn_Town12_Route4648_Weather23.tar.gz,base_replay,0.0008
SignalizedJunctionLeftTurn_Town12_Route4691_Weather14.tar.gz,base_replay,0.0008
SignalizedJunctionLeftTurn_Town12_Route4883_Weather23.tar.gz,base_replay,0.0008
SignalizedJunctionRightTurn_Town12_Route4951_Weather14.tar.gz,base_replay,0.0008
SignalizedJunctionRightTurn_Town12_Route4959_Weather22.tar.gz,base_replay,0.0008
SignalizedJunctionRightTurn_Town12_Route5100_Weather7.tar.gz,base_replay,0.0008
SignalizedJunctionRightTurn_Town12_Route5186_Weather15.tar.gz,base_replay,0.0008
SignalizedJunctionRightTurn_Town12_Route5317_Weather8.tar.gz,base_replay,0.0008
SignalizedJunctionRightTurn_Town12_Route5507_Weather23.tar.gz,base_replay,0.0008
SignalizedJunctionRightTurn_Town12_Route5560_Weather25.tar.gz,base_replay,0.0008
SignalizedJunctionRightTurn_Town12_Route5694_Weather3.tar.gz,base_replay,0.0008
SignalizedJunctionRightTurn_Town12_Route5780_Weather11.tar.gz,base_replay,0.0008
SignalizedJunctionRightTurn_Town12_Route5876_Weather3.tar.gz,base_replay,0.0008
SignalizedJunctionRightTurn_Town13_Route3603_Weather10.tar.gz,base_replay,0.0008
StaticCutIn_Town05_Route26431_Weather3.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22143_Weather8.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22164_Weather11.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22189_Weather10.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22191_Weather12.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22213_Weather8.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22249_Weather18.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22254_Weather23.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22258_Weather1.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22259_Weather2.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22277_Weather20.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22282_Weather25.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22398_Weather11.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22416_Weather3.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22446_Weather7.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22449_Weather10.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22459_Weather20.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22465_Weather0.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22490_Weather25.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22523_Weather6.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22526_Weather9.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22531_Weather14.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22539_Weather22.tar.gz,base_replay,0.0008
StaticCutIn_Town12_Route22541_Weather23.tar.gz,base_replay,0.0008
TJunction_Town02_Route28046_Weather13.tar.gz,base_replay,0.0008
TJunction_Town02_Route28052_Weather21.tar.gz,base_replay,0.0008
TJunction_Town04_Route28009_Weather20.tar.gz,base_replay,0.0008
TJunction_Town04_Route28021_Weather7.tar.gz,base_replay,0.0008
TJunction_Town07_Route26402_Weather23.tar.gz,base_replay,0.0008
TJunction_Town10HD_Route28151_Weather2.tar.gz,base_replay,0.0008
TJunction_Town10HD_Route28157_Weather9.tar.gz,base_replay,0.0008
TJunction_Town11_Route27997_Weather6.tar.gz,base_replay,0.0008
TJunction_Town12_Route28258_Weather20.tar.gz,base_replay,0.0008
TJunction_Town12_Route28261_Weather23.tar.gz,base_replay,0.0008
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16557_Weather23.tar.gz,base_replay,0.0008
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16678_Weather15.tar.gz,base_replay,0.0008
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16693_Weather3.tar.gz,base_replay,0.0008
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16721_Weather6.tar.gz,base_replay,0.0008
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16752_Weather11.tar.gz,base_replay,0.0008
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16771_Weather3.tar.gz,base_replay,0.0008
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16781_Weather14.tar.gz,base_replay,0.0008
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16801_Weather8.tar.gz,base_replay,0.0008
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16805_Weather12.tar.gz,base_replay,0.0008
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route2423_Weather25.tar.gz,base_replay,0.0008
VanillaNonSignalizedTurn_Town12_Route16477_Weather22.tar.gz,base_replay,0.0008
VanillaNonSignalizedTurn_Town12_Route16479_Weather23.tar.gz,base_replay,0.0008
VanillaNonSignalizedTurn_Town12_Route16522_Weather15.tar.gz,base_replay,0.0008
VanillaNonSignalizedTurn_Town12_Route16525_Weather18.tar.gz,base_replay,0.0008
VanillaNonSignalizedTurn_Town13_Route3889_Weather10.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route14540_Weather9.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route14587_Weather3.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route14643_Weather8.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route14645_Weather10.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route14709_Weather22.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route14750_Weather11.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route14757_Weather18.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route14762_Weather23.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route14794_Weather3.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route14867_Weather23.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route14905_Weather10.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route14920_Weather25.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route14978_Weather5.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route14996_Weather23.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route15023_Weather23.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route15043_Weather18.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route15090_Weather13.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route15104_Weather1.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route15145_Weather8.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route15159_Weather3.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route15174_Weather19.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route15178_Weather23.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route15218_Weather11.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route15271_Weather12.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route15272_Weather13.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route15311_Weather0.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route15334_Weather23.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route15381_Weather18.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route15408_Weather19.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route15415_Weather0.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town12_Route2352_Weather6.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterGreenLight_Town13_Route3862_Weather9.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route15499_Weather6.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route15522_Weather3.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route15538_Weather19.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route15580_Weather9.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route15618_Weather21.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route15619_Weather22.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route15620_Weather23.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route15651_Weather2.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route15662_Weather13.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route15671_Weather22.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route15866_Weather9.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route15891_Weather8.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route15969_Weather8.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route15987_Weather0.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route15994_Weather7.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route16016_Weather3.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route16051_Weather12.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route16053_Weather14.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route16222_Weather1.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route16281_Weather8.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route16289_Weather8.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route16353_Weather2.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route2372_Weather0.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route2380_Weather8.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route2381_Weather9.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town12_Route3154_Weather2.tar.gz,base_replay,0.0008
VanillaSignalizedTurnEncounterRedLight_Town13_Route3869_Weather8.tar.gz,base_replay,0.0008
VehicleOpensDoorTwoWays_Town12_Route21627_Weather20.tar.gz,base_replay,0.0008
VehicleTurningRoutePedestrian_Town12_Route10877_Weather12.tar.gz,base_replay,0.0008
VehicleTurningRoutePedestrian_Town12_Route10882_Weather9.tar.gz,base_replay,0.0008
VehicleTurningRoutePedestrian_Town12_Route10908_Weather9.tar.gz,base_replay,0.0008
VehicleTurningRoutePedestrian_Town12_Route10927_Weather10.tar.gz,base_replay,0.0008
VehicleTurningRoutePedestrian_Town12_Route10965_Weather22.tar.gz,base_replay,0.0008
VehicleTurningRoutePedestrian_Town12_Route10979_Weather10.tar.gz,base_replay,0.0008
VehicleTurningRoutePedestrian_Town12_Route11081_Weather8.tar.gz,base_replay,0.0008
VehicleTurningRoutePedestrian_Town12_Route11083_Weather10.tar.gz,base_replay,0.0008
VehicleTurningRoutePedestrian_Town12_Route11089_Weather8.tar.gz,base_replay,0.0008
VehicleTurningRoutePedestrian_Town12_Route11137_Weather12.tar.gz,base_replay,0.0008
VehicleTurningRoutePedestrian_Town12_Route11304_Weather23.tar.gz,base_replay,0.0008
VehicleTurningRoutePedestrian_Town12_Route11315_Weather8.tar.gz,base_replay,0.0008
VehicleTurningRoutePedestrian_Town12_Route11323_Weather8.tar.gz,base_replay,0.0008
VehicleTurningRoutePedestrian_Town12_Route11386_Weather1.tar.gz,base_replay,0.0008
VehicleTurningRoutePedestrian_Town12_Route2164_Weather0.tar.gz,base_replay,0.0008
VehicleTurningRoute_Town11_Route27212_Weather2.tar.gz,base_replay,0.0008
VehicleTurningRoute_Town12_Route9577_Weather12.tar.gz,base_replay,0.0008
VehicleTurningRoute_Town12_Route9590_Weather25.tar.gz,base_replay,0.0008
VehicleTurningRoute_Town12_Route9616_Weather25.tar.gz,base_replay,0.0008
VehicleTurningRoute_Town12_Route9685_Weather8.tar.gz,base_replay,0.0008
VehicleTurningRoute_Town12_Route9722_Weather1.tar.gz,base_replay,0.0008
VehicleTurningRoute_Town12_Route9724_Weather3.tar.gz,base_replay,0.0008
YieldToEmergencyVehicle_Town12_Route20674_Weather3.tar.gz,base_replay,0.0008
YieldToEmergencyVehicle_Town12_Route20728_Weather5.tar.gz,base_replay,0.0008
YieldToEmergencyVehicle_Town12_Route20766_Weather9.tar.gz,base_replay,0.0008
YieldToEmergencyVehicle_Town12_Route20793_Weather18.tar.gz,base_replay,0.0008
YieldToEmergencyVehicle_Town12_Route20854_Weather1.tar.gz,base_replay,0.0008
YieldToEmergencyVehicle_Town13_Route3371_Weather12.tar.gz,base_replay,0.0008
LaneChange_Town04_Route24315_Weather3.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town04_Route24325_Weather14.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town05_Route24259_Weather19.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town05_Route24359_Weather1.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town06_Route24237_Weather20.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town06_Route24247_Weather5.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town06_Route24277_Weather12.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town10HD_Route24200_Weather3.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route1644_Weather0.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route1654_Weather10.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route1656_Weather12.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route1659_Weather15.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17553_Weather2.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17563_Weather12.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17569_Weather18.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17570_Weather19.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17572_Weather21.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17575_Weather23.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17578_Weather1.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17581_Weather3.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17587_Weather10.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17588_Weather11.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17598_Weather21.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17604_Weather1.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17611_Weather8.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17612_Weather9.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17614_Weather11.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17624_Weather21.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17629_Weather0.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17635_Weather6.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17646_Weather9.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17655_Weather0.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17663_Weather8.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17668_Weather13.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17671_Weather8.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17672_Weather9.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17689_Weather8.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17690_Weather9.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17691_Weather10.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17695_Weather14.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route17707_Weather0.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route2425_Weather1.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route2427_Weather3.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route2431_Weather7.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route2432_Weather8.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town12_Route2435_Weather11.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town13_Route3207_Weather3.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town13_Route3208_Weather5.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town13_Route3217_Weather14.tar.gz,targeted_new,0.00182370820668693
LaneChange_Town15_Route24303_Weather15.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16551_Weather18.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16552_Weather19.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16553_Weather20.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16556_Weather23.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16562_Weather3.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16563_Weather3.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16564_Weather5.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16565_Weather6.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16566_Weather7.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16567_Weather8.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16568_Weather9.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16569_Weather10.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16570_Weather11.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16572_Weather13.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16573_Weather14.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16574_Weather15.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16575_Weather8.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16576_Weather9.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16577_Weather18.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16580_Weather21.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16581_Weather22.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16582_Weather23.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16583_Weather23.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16585_Weather0.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16586_Weather1.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16588_Weather3.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16590_Weather5.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16591_Weather6.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16592_Weather7.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16593_Weather8.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16594_Weather9.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16595_Weather10.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16596_Weather11.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16597_Weather12.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16599_Weather14.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16600_Weather15.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16604_Weather19.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16605_Weather20.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16606_Weather21.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16608_Weather23.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16610_Weather25.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16611_Weather0.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16616_Weather5.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16617_Weather6.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16623_Weather12.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16625_Weather14.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16630_Weather19.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16631_Weather20.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16632_Weather21.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16633_Weather22.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16636_Weather25.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16637_Weather0.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16638_Weather1.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16639_Weather2.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16642_Weather5.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16643_Weather6.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16644_Weather7.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16648_Weather11.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16649_Weather12.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16650_Weather13.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16651_Weather14.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16655_Weather18.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16657_Weather20.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16658_Weather21.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16659_Weather22.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16662_Weather25.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16663_Weather0.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16664_Weather1.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16665_Weather2.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16670_Weather7.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16673_Weather10.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16676_Weather13.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16681_Weather18.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16682_Weather19.tar.gz,targeted_new,0.00182370820668693
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16683_Weather20.tar.gz,targeted_new,0.00182370820668693
