clip,component,entries,reassigned,reassigned_pct,already_ok,no_consensus,target_absent,ego_entries,ego_unverified,ok_before,ok_after,ok_before_pct,ok_after_pct,bbox_changed_frames,affects_ego_changed_entries
VanillaSignalizedTurnEncounterRedLight_Town12_Route15524_Weather5,weak,721,112,15.5,451,146,12,41,0,597,709,82.8,98.3,28,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15500_Weather7,weak,732,112,15.3,456,152,12,78,0,608,720,83.1,98.4,37,0
ParkingExit_Town12_Route1316_Weather0,base,623,86,13.8,536,0,1,0,0,536,622,86.0,99.8,43,0
ParkingExit_Town12_Route1305_Weather18,base,619,84,13.6,534,0,1,0,0,534,618,86.3,99.8,42,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route1054_Weather14,base,1055,142,13.5,541,342,30,46,0,756,820,71.7,77.7,71,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15470_Weather3,weak,753,88,11.7,432,144,89,69,0,576,664,76.5,88.2,88,0
ParkedObstacle_Town13_Route553_Weather11,base,2018,208,10.3,1391,406,13,0,0,1797,2005,89.0,99.4,104,0
SignalizedJunctionLeftTurnEnterFlow_Town12_Route884_Weather0,base,721,72,10.0,635,0,14,86,0,635,707,88.1,98.1,18,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15559_Weather14,weak,1244,108,8.7,846,278,12,179,0,1124,1232,90.4,99.0,27,0
ParkedObstacleTwoWays_Town12_Route1174_Weather3,base,1146,80,7.0,818,247,1,0,0,1065,1145,92.9,99.9,40,0
ConstructionObstacleTwoWays_Town12_Route1424_Weather26,base,1210,82,6.8,865,262,1,0,0,1127,1209,93.1,99.9,41,0
ParkedObstacleTwoWays_Town12_Route1172_Weather2,base,1175,80,6.8,840,254,1,0,0,1094,1174,93.1,99.9,40,0
ConstructionObstacleTwoWays_Town12_Route1098_Weather6,base,1219,80,6.6,873,265,1,0,0,1138,1218,93.4,99.9,40,0
ConstructionObstacleTwoWays_Town12_Route1425_Weather26,base,1206,80,6.6,863,262,1,0,0,1125,1205,93.3,99.9,40,0
CrossingBicycleFlow_Town12_Route1068_Weather2,base,1748,108,6.2,1224,404,12,334,0,1628,1736,93.1,99.3,27,0
BlockedIntersection_Town12_Route836_Weather3,base,2690,148,5.5,2529,0,13,235,0,2529,2677,94.0,99.5,37,0
CrossingBicycleFlow_Town12_Route862_Weather3,base,1714,92,5.4,1211,400,11,331,0,1611,1703,94.0,99.4,23,0
VehicleTurningRoutePedestrian_Town12_Route970_Weather8,base,2208,100,4.5,2096,0,12,450,0,2096,2196,94.9,99.5,25,0
CrossingBicycleFlow_Town12_Route1044_Weather3,base,1674,66,3.9,1595,0,13,321,0,1595,1661,95.3,99.2,22,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15520_Weather1,weak,2043,78,3.8,869,1084,12,180,0,1676,1493,82.0,73.1,26,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route969_Weather7,base,2196,84,3.8,2100,0,12,459,0,2100,2184,95.6,99.5,21,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route945_Weather9,base,2408,80,3.3,2316,0,12,511,0,2316,2396,96.2,99.5,20,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15472_Weather5,weak,1842,44,2.4,1354,433,11,310,0,1787,1831,97.0,99.4,22,0
AccidentTwoWays_Town12_Route1105_Weather13,base,723,0,0.0,0,723,0,0,0,306,186,42.3,25.7,0,0
AccidentTwoWays_Town12_Route1106_Weather14,base,1008,0,0.0,1008,0,0,0,0,1008,1008,100.0,100.0,0,0
AccidentTwoWays_Town12_Route1109_Weather9,base,1015,0,0.0,1015,0,0,0,0,1015,1015,100.0,100.0,0,0
AccidentTwoWays_Town12_Route1110_Weather18,base,1751,0,0.0,0,1751,0,0,0,875,875,50.0,50.0,0,0
AccidentTwoWays_Town12_Route1117_Weather25,base,872,0,0.0,654,218,0,0,0,872,872,100.0,100.0,0,0
AccidentTwoWays_Town12_Route1119_Weather1,base,2804,0,0.0,2218,586,0,0,0,2804,2665,100.0,95.0,0,0
AccidentTwoWays_Town12_Route1121_Weather3,base,691,0,0.0,0,691,0,0,0,293,177,42.4,25.6,0,0
AccidentTwoWays_Town12_Route1124_Weather18,base,4354,0,0.0,2257,2097,0,0,0,3656,2992,84.0,68.7,0,0
AccidentTwoWays_Town12_Route1126_Weather8,base,1027,0,0.0,770,257,0,0,0,1027,1027,100.0,100.0,0,0
AccidentTwoWays_Town12_Route1127_Weather9,base,1324,0,0.0,0,1324,0,0,0,662,662,50.0,50.0,0,0
AccidentTwoWays_Town12_Route1448_Weather5,base,1020,0,0.0,1020,0,0,0,0,1020,1020,100.0,100.0,0,0
Accident_Town03_Route101_Weather23,base,270,0,0.0,0,270,0,0,0,180,180,66.7,66.7,0,0
Accident_Town03_Route102_Weather20,base,303,0,0.0,0,303,0,0,0,240,303,79.2,100.0,0,0
Accident_Town03_Route146_Weather8,base,231,0,0.0,0,231,0,0,0,154,154,66.7,66.7,0,0
Accident_Town03_Route156_Weather0,base,69,0,0.0,0,69,0,0,0,69,69,100.0,100.0,0,0
Accident_Town05_Route218_Weather10,base,384,0,0.0,0,384,0,0,0,32,32,8.3,8.3,0,0
Accident_Town05_Route219_Weather11,base,416,0,0.0,0,416,0,0,0,30,30,7.2,7.2,0,0
Accident_Town12_Route1122_Weather3,base,923,0,0.0,811,112,0,0,0,923,777,100.0,84.2,0,0
Accident_Town12_Route766_Weather12,base,1184,0,0.0,773,411,0,0,0,914,773,77.2,65.3,0,0
Accident_Town12_Route767_Weather13,base,624,0,0.0,468,156,0,0,0,624,624,100.0,100.0,0,0
Accident_Town12_Route768_Weather14,base,463,0,0.0,347,116,0,0,0,463,463,100.0,100.0,0,0
Accident_Town12_Route956_Weather20,base,1609,0,0.0,0,1609,0,0,0,1609,1609,100.0,100.0,0,0
Accident_Town13_Route552_Weather6,base,582,0,0.0,582,0,0,0,0,582,582,100.0,100.0,0,0
Accident_Town15_Route412_Weather22,base,1381,0,0.0,1381,0,0,0,0,1381,1067,100.0,77.3,0,0
Accident_Town15_Route413_Weather23,base,357,0,0.0,0,357,0,0,0,357,238,100.0,66.7,0,0
BlockedIntersection_Town03_Route134_Weather3,base,2862,0,0.0,0,2862,0,305,0,1916,2862,66.9,100.0,0,0
BlockedIntersection_Town03_Route135_Weather5,base,10145,0,0.0,0,10145,0,154,0,5823,9698,57.4,95.6,0,0
BlockedIntersection_Town03_Route136_Weather6,base,1964,0,0.0,0,1964,0,42,0,1480,1964,75.4,100.0,0,0
BlockedIntersection_Town04_Route193_Weather11,base,6522,0,0.0,5335,1187,0,0,0,6522,6522,100.0,100.0,0,0
BlockedIntersection_Town04_Route194_Weather12,base,4787,0,0.0,3902,885,0,0,0,4787,4787,100.0,100.0,0,0
BlockedIntersection_Town04_Route195_Weather13,base,6491,0,0.0,5320,1171,0,0,0,6491,6491,100.0,100.0,0,0
BlockedIntersection_Town05_Route247_Weather19,base,5126,0,0.0,0,5126,0,140,140,0,0,0.0,0.0,0,0
BlockedIntersection_Town05_Route248_Weather14,base,2516,0,0.0,0,2516,0,194,194,0,0,0.0,0.0,0,0
BlockedIntersection_Town05_Route272_Weather12,base,11685,0,0.0,0,11685,0,453,453,0,117,0.0,1.0,0,0
BlockedIntersection_Town07_Route351_Weather13,base,818,0,0.0,0,818,0,0,0,500,500,61.1,61.1,0,0
BlockedIntersection_Town07_Route352_Weather14,base,2258,0,0.0,1464,794,0,54,0,1708,1868,75.6,82.7,0,0
BlockedIntersection_Town07_Route353_Weather15,base,635,0,0.0,0,635,0,0,0,384,384,60.5,60.5,0,0
BlockedIntersection_Town10HD_Route391_Weather1,base,3503,0,0.0,0,3503,0,148,148,0,0,0.0,0.0,0,0
BlockedIntersection_Town12_Route936_Weather0,base,8049,0,0.0,0,8049,0,467,0,3018,1918,37.5,23.8,0,0
BlockedIntersection_Town13_Route615_Weather9,base,1392,0,0.0,0,1392,0,316,0,1392,1392,100.0,100.0,0,0
BlockedIntersection_Town13_Route616_Weather18,base,1956,0,0.0,1956,0,0,307,0,1956,1956,100.0,100.0,0,0
ConstructionObstacleTwoWays_Town12_Route1085_Weather6,base,387,0,0.0,0,387,0,0,0,258,387,66.7,100.0,0,0
ConstructionObstacleTwoWays_Town12_Route1086_Weather20,base,980,0,0.0,861,119,0,0,0,980,824,100.0,84.1,0,0
ConstructionObstacleTwoWays_Town12_Route1091_Weather12,base,1068,0,0.0,1068,0,0,0,0,1068,1068,100.0,100.0,0,0
ConstructionObstacleTwoWays_Town12_Route1095_Weather3,base,1040,0,0.0,1040,0,0,0,0,1040,1040,100.0,100.0,0,0
ConstructionObstacleTwoWays_Town12_Route1099_Weather7,base,1211,0,0.0,1050,161,0,0,0,1211,1036,100.0,85.5,0,0
ConstructionObstacleTwoWays_Town12_Route1100_Weather14,base,4333,0,0.0,750,3583,0,0,0,2638,984,60.9,22.7,0,0
ConstructionObstacleTwoWays_Town12_Route1410_Weather26,base,1044,0,0.0,1044,0,0,0,0,1044,1044,100.0,100.0,0,0
ConstructionObstacleTwoWays_Town12_Route1418_Weather26,base,1028,0,0.0,1028,0,0,0,0,1028,1028,100.0,100.0,0,0
ConstructionObstacleTwoWays_Town12_Route1421_Weather26,base,1071,0,0.0,803,268,0,0,0,1071,1071,100.0,100.0,0,0
ConstructionObstacle_Town03_Route60_Weather8,base,1208,0,0.0,0,1208,0,0,0,779,1030,64.5,85.3,0,0
ConstructionObstacle_Town03_Route61_Weather9,base,300,0,0.0,0,300,0,0,0,200,200,66.7,66.7,0,0
ConstructionObstacle_Town03_Route62_Weather10,base,208,0,0.0,0,208,0,0,0,171,208,82.2,100.0,0,0
ConstructionObstacle_Town03_Route63_Weather11,base,1220,0,0.0,0,1220,0,0,0,784,1038,64.3,85.1,0,0
ConstructionObstacle_Town04_Route66_Weather14,base,588,0,0.0,327,261,0,0,0,588,588,100.0,100.0,0,0
ConstructionObstacle_Town05_Route68_Weather8,base,340,0,0.0,0,340,0,0,0,0,0,0.0,0.0,0,0
ConstructionObstacle_Town05_Route69_Weather9,base,454,0,0.0,0,454,0,0,0,41,41,9.0,9.0,0,0
ConstructionObstacle_Town05_Route70_Weather18,base,353,0,0.0,0,353,0,0,0,0,0,0.0,0.0,0,0
ConstructionObstacle_Town05_Route71_Weather19,base,333,0,0.0,0,333,0,0,0,0,0,0.0,0.0,0,0
ConstructionObstacle_Town10HD_Route74_Weather22,base,120,0,0.0,0,120,0,0,0,0,0,0.0,0.0,0,0
ConstructionObstacle_Town12_Route76_Weather23,base,495,0,0.0,371,124,0,0,0,495,495,100.0,100.0,0,0
ConstructionObstacle_Town13_Route80_Weather2,base,369,0,0.0,0,369,0,0,0,123,123,33.3,33.3,0,0
ConstructionObstacle_Town13_Route81_Weather3,base,282,0,0.0,0,282,0,0,0,94,94,33.3,33.3,0,0
ConstructionObstacle_Town13_Route82_Weather3,base,336,0,0.0,0,336,0,0,0,336,336,100.0,100.0,0,0
ConstructionObstacle_Town13_Route83_Weather5,base,321,0,0.0,0,321,0,0,0,214,321,66.7,100.0,0,0
ConstructionObstacle_Town15_Route84_Weather6,base,833,0,0.0,833,0,0,0,0,833,713,100.0,85.6,0,0
ConstructionObstacle_Town15_Route85_Weather7,base,878,0,0.0,878,0,0,0,0,878,738,100.0,84.1,0,0
ControlLoss_Town04_Route170_Weather14,base,1173,0,0.0,1173,0,0,0,0,1173,1173,100.0,100.0,0,0
ControlLoss_Town07_Route332_Weather20,base,1373,0,0.0,1074,299,0,0,0,1242,1273,90.5,92.7,0,0
ControlLoss_Town07_Route333_Weather21,base,1052,0,0.0,797,255,0,0,0,928,958,88.2,91.1,0,0
ControlLoss_Town10HD_Route377_Weather13,base,335,0,0.0,0,335,0,0,0,0,0,0.0,0.0,0,0
ControlLoss_Town10HD_Route378_Weather14,base,393,0,0.0,0,393,0,0,0,0,0,0.0,0.0,0,0
ControlLoss_Town11_Route401_Weather11,base,861,0,0.0,0,861,0,0,0,574,287,66.7,33.3,0,0
CrossingBicycleFlow_Town12_Route1061_Weather21,base,1616,0,0.0,1616,0,0,334,0,1616,1616,100.0,100.0,0,0
CrossingBicycleFlow_Town12_Route1064_Weather23,base,1678,0,0.0,1596,82,0,335,0,1617,1617,96.4,96.4,0,0
CrossingBicycleFlow_Town12_Route1066_Weather0,base,1636,0,0.0,1636,0,0,323,0,1636,1636,100.0,100.0,0,0
CrossingBicycleFlow_Town12_Route1070_Weather3,base,1760,0,0.0,1320,440,0,401,0,1760,1760,100.0,100.0,0,0
CrossingBicycleFlow_Town12_Route1073_Weather7,base,1656,0,0.0,1242,414,0,334,0,1656,1656,100.0,100.0,0,0
CrossingBicycleFlow_Town12_Route1074_Weather8,base,1652,0,0.0,1239,413,0,338,0,1652,1652,100.0,100.0,0,0
CrossingBicycleFlow_Town12_Route1075_Weather9,base,1664,0,0.0,1248,416,0,337,0,1664,1664,100.0,100.0,0,0
CrossingBicycleFlow_Town12_Route1077_Weather11,base,1604,0,0.0,1604,0,0,331,0,1604,1604,100.0,100.0,0,0
CrossingBicycleFlow_Town12_Route860_Weather2,base,1760,0,0.0,1760,0,0,329,0,1760,1760,100.0,100.0,0,0
CrossingBicycleFlow_Town12_Route863_Weather5,base,1580,0,0.0,1580,0,0,328,0,1580,1580,100.0,100.0,0,0
CrossingBicycleFlow_Town12_Route977_Weather15,base,1444,0,0.0,1444,0,0,335,0,1444,1444,100.0,100.0,0,0
DynamicObjectCrossing_Town01_Route1_Weather1,base,923,0,0.0,0,923,0,0,0,0,0,0.0,0.0,0,0
DynamicObjectCrossing_Town01_Route2_Weather2,base,3847,0,0.0,0,3847,0,0,0,0,0,0.0,0.0,0,0
DynamicObjectCrossing_Town01_Route3_Weather3,base,1226,0,0.0,0,1226,0,0,0,0,0,0.0,0.0,0,0
DynamicObjectCrossing_Town01_Route4_Weather3,base,1215,0,0.0,0,1215,0,0,0,0,0,0.0,0.0,0,0
DynamicObjectCrossing_Town01_Route5_Weather2,base,694,0,0.0,0,694,0,0,0,0,0,0.0,0.0,0,0
DynamicObjectCrossing_Town01_Route7_Weather7,base,399,0,0.0,0,399,0,0,0,0,0,0.0,0.0,0,0
DynamicObjectCrossing_Town01_Route8_Weather3,base,696,0,0.0,0,696,0,0,0,0,0,0.0,0.0,0,0
DynamicObjectCrossing_Town02_Route11_Weather11,base,875,0,0.0,0,875,0,0,0,0,0,0.0,0.0,0,0
DynamicObjectCrossing_Town02_Route12_Weather12,base,735,0,0.0,0,735,0,0,0,0,0,0.0,0.0,0,0
DynamicObjectCrossing_Town02_Route14_Weather14,base,905,0,0.0,0,905,0,0,0,0,0,0.0,0.0,0,0
DynamicObjectCrossing_Town02_Route15_Weather15,base,921,0,0.0,0,921,0,0,0,0,0,0.0,0.0,0,0
DynamicObjectCrossing_Town02_Route9_Weather9,base,925,0,0.0,0,925,0,0,0,0,0,0.0,0.0,0,0
DynamicObjectCrossing_Town10HD_Route18_Weather18,base,126,0,0.0,0,126,0,0,0,0,0,0.0,0.0,0,0
DynamicObjectCrossing_Town10HD_Route19_Weather19,base,120,0,0.0,0,120,0,0,0,0,0,0.0,0.0,0,0
DynamicObjectCrossing_Town13_Route24_Weather23,base,328,0,0.0,247,81,0,0,0,328,328,100.0,100.0,0,0
DynamicObjectCrossing_Town13_Route26_Weather0,base,732,0,0.0,434,276,22,0,0,578,578,79.0,79.0,0,0
EnterActorFlow_Town03_Route132_Weather2,base,6719,0,0.0,0,6719,0,455,0,3123,6719,46.5,100.0,0,0
EnterActorFlow_Town04_Route192_Weather10,base,3828,0,0.0,2552,1276,0,151,0,3828,3828,100.0,100.0,0,0
EnterActorFlow_Town05_Route245_Weather9,base,6441,0,0.0,0,6441,0,44,44,0,0,0.0,0.0,0,0
EnterActorFlow_Town05_Route271_Weather11,base,12161,0,0.0,0,12161,0,450,450,0,722,0.0,5.9,0,0
EnterActorFlow_Town07_Route348_Weather10,base,1376,0,0.0,888,488,0,63,0,1094,1149,79.5,83.5,0,0
EnterActorFlow_Town07_Route350_Weather12,base,2212,0,0.0,59,2153,0,450,0,1152,1152,52.1,52.1,0,0
EnterActorFlow_Town12_Route832_Weather0,base,2040,0,0.0,2040,0,0,337,0,2040,2040,100.0,100.0,0,0
EnterActorFlow_Town13_Route611_Weather13,base,440,0,0.0,440,0,0,46,0,440,440,100.0,100.0,0,0
EnterActorFlow_Town13_Route612_Weather14,base,4156,0,0.0,3644,0,512,457,0,3644,3644,87.7,87.7,0,0
EnterActorFlow_Town13_Route613_Weather15,base,420,0,0.0,420,0,0,41,0,420,420,100.0,100.0,0,0
EnterActorFlow_Town13_Route614_Weather8,base,936,0,0.0,936,0,0,156,0,936,936,100.0,100.0,0,0
EnterActorFlow_Town13_Route681_Weather5,base,2615,0,0.0,2092,523,0,456,0,2615,2615,100.0,100.0,0,0
HardBreakRoute_Town01_Route30_Weather3,base,651,0,0.0,0,651,0,0,0,0,0,0.0,0.0,0,0
HardBreakRoute_Town01_Route31_Weather5,base,1206,0,0.0,0,1206,0,0,0,0,0,0.0,0.0,0,0
HardBreakRoute_Town01_Route32_Weather6,base,1237,0,0.0,0,1237,0,0,0,0,0,0.0,0.0,0,0
HardBreakRoute_Town02_Route33_Weather7,base,835,0,0.0,0,835,0,0,0,0,0,0.0,0.0,0,0
HardBreakRoute_Town02_Route34_Weather8,base,598,0,0.0,0,598,0,0,0,0,0,0.0,0.0,0,0
HardBreakRoute_Town02_Route35_Weather9,base,620,0,0.0,0,620,0,0,0,0,0,0.0,0.0,0,0
HardBreakRoute_Town03_Route36_Weather10,base,225,0,0.0,0,225,0,0,0,171,225,76.0,100.0,0,0
HardBreakRoute_Town03_Route37_Weather11,base,1646,0,0.0,0,1646,0,0,0,1090,1409,66.2,85.6,0,0
HardBreakRoute_Town03_Route38_Weather12,base,873,0,0.0,0,873,0,0,0,582,582,66.7,66.7,0,0
HardBreakRoute_Town05_Route42_Weather8,base,2119,0,0.0,0,2119,0,0,0,0,0,0.0,0.0,0,0
HardBreakRoute_Town05_Route43_Weather9,base,1830,0,0.0,0,1830,0,0,0,206,206,11.3,11.3,0,0
HardBreakRoute_Town07_Route47_Weather21,base,1938,0,0.0,1347,591,0,0,0,1577,1610,81.4,83.1,0,0
HardBreakRoute_Town07_Route48_Weather22,base,180,0,0.0,0,180,0,0,0,60,60,33.3,33.3,0,0
HardBreakRoute_Town10HD_Route49_Weather23,base,120,0,0.0,0,120,0,0,0,0,0,0.0,0.0,0,0
HardBreakRoute_Town12_Route51_Weather25,base,1090,0,0.0,966,124,0,0,0,1090,878,100.0,80.6,0,0
HardBreakRoute_Town12_Route52_Weather0,base,624,0,0.0,0,624,0,0,0,0,0,0.0,0.0,0,0
HardBreakRoute_Town13_Route1340_Weather26,base,242,0,0.0,0,242,0,0,0,4,4,1.7,1.7,0,0
HardBreakRoute_Town15_Route59_Weather7,base,3131,0,0.0,1825,1306,0,0,0,3131,2904,100.0,92.7,0,0
HazardAtSideLaneTwoWays_Town12_Route1137_Weather19,base,315,0,0.0,237,78,0,0,0,315,315,100.0,100.0,0,0
HazardAtSideLaneTwoWays_Town12_Route1145_Weather1,base,319,0,0.0,239,80,0,0,0,319,319,100.0,100.0,0,0
HazardAtSideLaneTwoWays_Town12_Route1157_Weather13,base,522,0,0.0,520,0,2,0,0,520,520,99.6,99.6,0,0
HazardAtSideLane_Town03_Route105_Weather22,base,214,0,0.0,0,214,0,0,0,128,192,59.8,89.7,0,0
HazardAtSideLane_Town03_Route106_Weather23,base,183,0,0.0,0,183,0,0,0,122,122,66.7,66.7,0,0
HazardAtSideLane_Town05_Route223_Weather15,base,487,0,0.0,0,487,0,0,0,0,0,0.0,0.0,0,0
HazardAtSideLane_Town10HD_Route373_Weather9,base,132,0,0.0,0,132,0,0,0,0,0,0.0,0.0,0,0
HazardAtSideLane_Town12_Route1507_Weather1,base,453,0,0.0,0,453,0,0,0,151,151,33.3,33.3,0,0
HazardAtSideLane_Town12_Route1512_Weather7,base,162,0,0.0,0,162,0,0,0,54,54,33.3,33.3,0,0
HazardAtSideLane_Town12_Route1519_Weather8,base,327,0,0.0,0,327,0,0,0,218,218,66.7,66.7,0,0
HazardAtSideLane_Town12_Route1520_Weather9,base,235,0,0.0,176,59,0,0,0,235,235,100.0,100.0,0,0
HazardAtSideLane_Town12_Route1521_Weather18,base,129,0,0.0,0,129,0,0,0,43,43,33.3,33.3,0,0
HazardAtSideLane_Town12_Route1527_Weather25,base,565,0,0.0,466,99,0,0,0,565,565,100.0,100.0,0,0
HazardAtSideLane_Town12_Route1528_Weather0,base,837,0,0.0,629,195,13,0,0,824,824,98.4,98.4,0,0
HazardAtSideLane_Town12_Route1538_Weather13,base,550,0,0.0,302,248,0,0,0,503,503,91.5,91.5,0,0
HazardAtSideLane_Town12_Route960_Weather20,base,558,0,0.0,448,110,0,0,0,558,558,100.0,100.0,0,0
HazardAtSideLane_Town13_Route558_Weather12,base,1248,0,0.0,1248,0,0,0,0,1248,1248,100.0,100.0,0,0
HighwayExit_Town06_Route292_Weather14,base,203,0,0.0,0,203,0,0,0,47,70,23.2,34.5,0,0
HighwayExit_Town06_Route293_Weather15,base,205,0,0.0,0,205,0,0,0,48,71,23.4,34.6,0,0
HighwayExit_Town06_Route311_Weather25,base,183,0,0.0,0,183,0,0,0,0,0,0.0,0.0,0,0
HighwayExit_Town06_Route313_Weather1,base,186,0,0.0,0,186,0,0,0,0,0,0.0,0.0,0,0
InterurbanActorFlow_Town06_Route315_Weather3,base,183,0,0.0,0,183,0,0,0,42,62,23.0,33.9,0,0
InterurbanActorFlow_Town06_Route316_Weather3,base,183,0,0.0,0,183,0,0,0,0,0,0.0,0.0,0,0
InvadingTurn_Town02_Route95_Weather9,base,1118,0,0.0,0,1118,0,0,0,0,0,0.0,0.0,0,0
InvadingTurn_Town02_Route99_Weather21,base,1128,0,0.0,0,1128,0,0,0,0,0,0.0,0.0,0,0
InvadingTurn_Town05_Route230_Weather22,base,674,0,0.0,0,674,0,0,0,77,77,11.4,11.4,0,0
InvadingTurn_Town05_Route231_Weather23,base,1237,0,0.0,0,1237,0,0,0,142,142,11.5,11.5,0,0
InvadingTurn_Town05_Route266_Weather6,base,680,0,0.0,0,680,0,0,0,78,78,11.5,11.5,0,0
InvadingTurn_Town12_Route925_Weather15,base,339,0,0.0,0,339,0,0,0,226,113,66.7,33.3,0,0
InvadingTurn_Town13_Route575_Weather3,base,866,0,0.0,331,533,2,0,0,616,366,71.1,42.3,0,0
InvadingTurn_Town13_Route578_Weather6,base,379,0,0.0,0,379,0,0,0,189,189,49.9,49.9,0,0
LaneChange_Town05_Route24259_Weather19,weak,1120,0,0.0,0,1120,0,0,0,73,73,6.5,6.5,0,0
LaneChange_Town10HD_Route24200_Weather3,weak,135,0,0.0,0,135,0,0,0,0,0,0.0,0.0,0,0
LaneChange_Town13_Route664_Weather14,base,312,0,0.0,312,0,0,0,0,312,312,100.0,100.0,0,0
LaneChange_Town13_Route743_Weather3,base,456,0,0.0,0,456,0,121,0,456,456,100.0,100.0,0,0
MergerIntoSlowTraffic_Town06_Route317_Weather5,base,189,0,0.0,0,189,0,0,0,0,0,0.0,0.0,0,0
NonSignalizedJunctionLeftTurn_Town03_Route122_Weather26,base,248,0,0.0,0,248,0,0,0,80,248,32.3,100.0,0,0
NonSignalizedJunctionLeftTurn_Town03_Route123_Weather26,base,243,0,0.0,0,243,0,0,0,75,243,30.9,100.0,0,0
NonSignalizedJunctionLeftTurn_Town03_Route124_Weather26,base,769,0,0.0,0,769,0,0,0,378,760,49.2,98.8,0,0
NonSignalizedJunctionLeftTurn_Town03_Route153_Weather26,base,841,0,0.0,0,841,0,0,0,338,841,40.2,100.0,0,0
NonSignalizedJunctionLeftTurn_Town04_Route181_Weather15,base,14392,0,0.0,10415,3977,0,0,0,14392,14392,100.0,100.0,0,0
NonSignalizedJunctionLeftTurn_Town04_Route182_Weather26,base,4100,0,0.0,2967,1133,0,0,0,4100,4100,100.0,100.0,0,0
NonSignalizedJunctionLeftTurn_Town04_Route183_Weather1,base,11021,0,0.0,7813,3208,0,0,0,11021,11021,100.0,100.0,0,0
NonSignalizedJunctionLeftTurn_Town04_Route212_Weather26,base,3124,0,0.0,2327,797,0,0,0,3124,3124,100.0,100.0,0,0
NonSignalizedJunctionLeftTurn_Town05_Route238_Weather26,base,2024,0,0.0,0,2024,0,0,0,0,0,0.0,0.0,0,0
NonSignalizedJunctionLeftTurn_Town05_Route239_Weather26,base,5319,0,0.0,0,5319,0,413,413,0,56,0.0,1.1,0,0
NonSignalizedJunctionLeftTurn_Town05_Route240_Weather26,base,2698,0,0.0,0,2698,0,0,0,0,0,0.0,0.0,0,0
NonSignalizedJunctionLeftTurn_Town07_Route369_Weather18,base,592,0,0.0,0,592,0,0,0,364,364,61.5,61.5,0,0
NonSignalizedJunctionRightTurn_Town03_Route126_Weather18,base,1013,0,0.0,0,1013,0,0,0,494,1013,48.8,100.0,0,0
NonSignalizedJunctionRightTurn_Town04_Route184_Weather2,base,3116,0,0.0,2553,563,0,0,0,3116,3116,100.0,100.0,0,0
NonSignalizedJunctionRightTurn_Town04_Route185_Weather9,base,4573,0,0.0,3737,836,0,0,0,4573,4573,100.0,100.0,0,0
NonSignalizedJunctionRightTurn_Town07_Route345_Weather14,base,536,0,0.0,0,536,0,0,0,296,296,55.2,55.2,0,0
NonSignalizedJunctionRightTurn_Town07_Route346_Weather15,base,702,0,0.0,0,702,0,0,0,396,396,56.4,56.4,0,0
NonSignalizedJunctionRightTurn_Town12_Route816_Weather15,base,147,0,0.0,0,147,0,0,0,98,98,66.7,66.7,0,0
NonSignalizedJunctionRightTurn_Town12_Route817_Weather11,base,108,0,0.0,81,27,0,0,0,108,108,100.0,100.0,0,0
NonSignalizedJunctionRightTurn_Town13_Route595_Weather11,base,271,0,0.0,202,68,1,0,0,270,270,99.6,99.6,0,0
OppositeVehicleRunningRedLight_Town03_Route119_Weather12,base,1529,0,0.0,0,1529,0,32,0,729,1529,47.7,100.0,0,0
OppositeVehicleRunningRedLight_Town03_Route120_Weather8,base,1474,0,0.0,0,1474,0,48,0,701,1474,47.6,100.0,0,0
OppositeVehicleRunningRedLight_Town03_Route121_Weather13,base,4010,0,0.0,0,4010,0,44,0,1857,4010,46.3,100.0,0,0
OppositeVehicleRunningRedLight_Town03_Route152_Weather22,base,1809,0,0.0,0,1809,0,35,0,872,1809,48.2,100.0,0,0
OppositeVehicleRunningRedLight_Town04_Route178_Weather22,base,2444,0,0.0,2127,317,0,38,0,2444,2444,100.0,100.0,0,0
OppositeVehicleRunningRedLight_Town04_Route179_Weather14,base,3101,0,0.0,2192,909,0,52,0,3101,3101,100.0,100.0,0,0
OppositeVehicleRunningRedLight_Town04_Route180_Weather23,base,3298,0,0.0,2325,973,0,39,0,3298,3298,100.0,100.0,0,0
OppositeVehicleRunningRedLight_Town05_Route235_Weather1,base,5733,0,0.0,0,5733,0,0,0,0,282,0.0,4.9,0,0
OppositeVehicleRunningRedLight_Town05_Route236_Weather10,base,2535,0,0.0,0,2535,0,42,42,99,99,3.9,3.9,0,0
OppositeVehicleRunningRedLight_Town05_Route268_Weather8,base,2944,0,0.0,0,2944,0,112,112,0,0,0.0,0.0,0,0
OppositeVehicleRunningRedLight_Town07_Route368_Weather3,base,633,0,0.0,51,582,0,37,0,357,357,56.4,56.4,0,0
OppositeVehicleRunningRedLight_Town12_Route929_Weather19,base,568,0,0.0,0,568,0,77,77,284,284,50.0,50.0,0,0
OppositeVehicleRunningRedLight_Town12_Route991_Weather3,base,600,0,0.0,450,150,0,44,0,600,600,100.0,100.0,0,0
